severity_label,id,incident_no,product_type,brand,mode,incident_type,status,service_type,is_failure_type,count_detail,open_datetime,close_datetime,response_datetime,resolved_datetime,open_to_close,open_to_close_hour,open_to_response,open_to_response_hour,response_to_resolved,response_to_resolved_hour,resolved_to_close,resolved_to_close_hour
Major,1985,SR-ES-22-1985,Server,HPE,SimpliVity 380 Gen9 Node,General Incident,Closed,Incident,false,3,2022-12-13 10:12:00,2022-12-14 12:58:00,2022-12-13 10:17:00,2022-12-14 12:58:00,1 days 02:46:00,26.766666666666666,0 days 00:05:00,0.08333333333333333,1 days 02:41:00,26.683333333333334,0 days 00:00:00,0.0
Major,1989,SR-ES-22-1989,Server,HPE,SimpliVity 380 Gen9 Node,General Incident,Closed,Incident,false,3,2022-12-13 10:12:00,2022-12-14 10:16:00,2022-12-13 20:13:00,2022-12-14 10:16:00,1 days 00:04:00,24.066666666666666,0 days 10:01:00,10.016666666666667,0 days 14:03:00,14.05,0 days 00:00:00,0.0
Major,1986,SR-ES-22-1986,Server,HPE,SimpliVity 380 Gen9 Node,General Incident,Closed,Incident,false,2,2022-12-13 10:12:00,2022-12-13 19:00:00,2022-12-13 10:21:00,2022-12-13 19:00:00,0 days 08:48:00,8.8,0 days 00:09:00,0.15,0 days 08:39:00,8.65,0 days 00:00:00,0.0
Major,1984,SR-ES-22-1984,Server,HPE,ProLiant DL360 Gen10,Hard Disk Drive Failure,Closed,Incident,false,2,2022-12-13 09:15:00,2022-12-13 17:00:00,2022-12-13 09:19:00,2022-12-13 17:00:00,0 days 07:45:00,7.75,0 days 00:04:00,0.06666666666666667,0 days 07:41:00,7.683333333333334,0 days 00:00:00,0.0
Major,2008,SR-ES-22-2008,Switch,Cisco,Catalyst 3750-X WS-C3750X-24T-S,System Board Failure,Closed,Incident,false,1,2022-12-12 08:50:00,2022-12-12 22:00:00,2022-12-12 09:00:00,2022-12-12 22:00:00,0 days 13:10:00,13.166666666666666,0 days 00:10:00,0.16666666666666666,0 days 13:00:00,13.0,0 days 00:00:00,0.0
Major,2028,SR-ES-22-2028,Firewall,Palo Alto,PA-5250,Software,Closed,Incident,false,1,2022-12-11 13:12:00,2022-12-11 13:45:00,2022-12-11 13:27:00,2022-12-11 13:27:00,0 days 00:33:00,0.55,0 days 00:15:00,0.25,0 days 00:00:00,0.0,0 days 00:18:00,0.3
Major,2006,SR-ES-22-2006,Server,HPE,ProLiant DL380p Gen8,Memory Failure,Closed,Incident,false,1,2022-12-10 08:27:00,2022-12-10 15:00:00,2022-12-10 09:00:00,2022-12-10 15:00:00,0 days 06:33:00,6.55,0 days 00:33:00,0.55,0 days 06:00:00,6.0,0 days 00:00:00,0.0
Cosmatic,2171,SR-ES-23-2171,Storage,NetApp,SG5712,OS / Firmware,Closed,Request,false,2,2022-12-10 06:00:00,2022-12-13 19:30:00,2022-12-10 07:05:00,2022-12-12 19:00:00,3 days 13:30:00,85.5,0 days 01:05:00,1.0833333333333333,2 days 11:55:00,59.916666666666664,1 days 00:30:00,24.5
Cosmatic,1980,SR-ES-22-1980,Server,Oracle,Oracle X4-2,Upgrade Software,Closed,Request,false,2,2022-12-09 20:00:00,2022-12-10 02:00:00,2022-12-09 20:00:00,2022-12-10 02:00:00,0 days 06:00:00,6.0,0 days 00:00:00,0.0,0 days 06:00:00,6.0,0 days 00:00:00,0.0
Minor,1983,SR-ES-22-1983,Storage,NetApp,FAS3220A,General Incident,Closed,Incident,false,6,2022-12-09 16:48:00,2022-12-15 13:05:00,2022-12-09 19:04:00,2022-12-15 13:05:00,5 days 20:17:00,140.28333333333333,0 days 02:16:00,2.2666666666666666,5 days 18:01:00,138.01666666666668,0 days 00:00:00,0.0
Minor,1978,SR-ES-22-1978,Software,VMWare,vRealize Automation Advanced Per OSI,Software,Closed,Incident,false,2,2022-12-09 15:10:00,2022-12-09 16:56:00,2022-12-09 15:18:00,2022-12-09 16:56:00,0 days 01:46:00,1.7666666666666666,0 days 00:08:00,0.13333333333333333,0 days 01:38:00,1.6333333333333333,0 days 00:00:00,0.0
Cosmatic,2018,SR-ES-22-2018,Access Point,Cisco,AIR-AP2802E-S-K9,General Incident,Closed,Request,false,1,2022-12-09 12:00:00,2022-12-09 13:30:00,2022-12-09 12:00:00,2022-12-09 13:30:00,0 days 01:30:00,1.5,0 days 00:00:00,0.0,0 days 01:30:00,1.5,0 days 00:00:00,0.0
Minor,1977,SR-ES-22-1977,Software,VMWare,vRealize Automation Advanced Per OSI,Software,Closed,Incident,false,2,2022-12-09 10:27:00,2022-12-09 12:22:00,2022-12-09 10:33:00,2022-12-09 12:22:00,0 days 01:55:00,1.9166666666666667,0 days 00:06:00,0.1,0 days 01:49:00,1.8166666666666667,0 days 00:00:00,0.0
Major,1979,SR-ES-22-1979,Storage,HPE,Storage MSA 2050,Hard Disk Drive Failure,Closed,Incident,false,3,2022-12-09 07:30:00,2022-12-09 15:00:00,2022-12-09 08:00:00,2022-12-09 15:00:00,0 days 07:30:00,7.5,0 days 00:30:00,0.5,0 days 07:00:00,7.0,0 days 00:00:00,0.0
Major,2092,SR-ES-23-2092,Firewall,Palo Alto,Palo Alto 3000 Series,General Incident,Closed,Incident,false,6,2022-12-08 14:05:00,2022-12-23 12:04:00,2022-12-08 14:16:00,2022-12-23 10:44:00,14 days 21:59:00,357.98333333333335,0 days 00:11:00,0.18333333333333332,14 days 20:28:00,356.46666666666664,0 days 01:20:00,1.3333333333333333
Cosmatic,1981,SR-ES-22-1981,Storage,HPE,3PAR StoreServ 8450,Report,Closed,Request,false,1,2022-12-08 13:30:00,2022-12-08 15:30:00,2022-12-08 13:30:00,2022-12-08 15:30:00,0 days 02:00:00,2.0,0 days 00:00:00,0.0,0 days 02:00:00,2.0,0 days 00:00:00,0.0
Major,1997,SR-ES-22-1997,Server,HPE,Synergy 660 Gen10,System Board Failure,Closed,Incident,false,1,2022-12-08 13:00:00,2022-12-09 12:00:00,2022-12-08 13:30:00,2022-12-09 12:00:00,0 days 23:00:00,23.0,0 days 00:30:00,0.5,0 days 22:30:00,22.5,0 days 00:00:00,0.0
Minor,1976,SR-ES-22-1976,Software,Red Hat,"Red Hat Enterprise Linux Server, Premium",Software,Closed,Incident,false,9,2022-12-08 10:08:00,2023-01-16 10:44:00,2022-12-08 10:20:00,2023-01-16 10:44:00,39 days 00:36:00,936.6,0 days 00:12:00,0.2,39 days 00:24:00,936.4,0 days 00:00:00,0.0
Major,1971,SR-ES-22-1971,Server,HPE,Synergy 660 Gen10,Network Card Failure,Closed,Incident,false,2,2022-12-07 19:53:00,2022-12-09 12:00:00,2022-12-07 20:30:00,2022-12-09 12:00:00,1 days 16:07:00,40.11666666666667,0 days 00:37:00,0.6166666666666667,1 days 15:30:00,39.5,0 days 00:00:00,0.0
Major,2109,SR-ES-23-2109,Firewall,Palo Alto,Palo Alto 3000 Series,General Incident,Closed,Incident,false,15,2022-12-07 14:19:00,2023-01-18 13:11:00,2022-12-07 14:33:00,2023-01-17 09:44:00,41 days 22:52:00,1006.8666666666667,0 days 00:14:00,0.23333333333333334,40 days 19:11:00,979.1833333333333,1 days 03:27:00,27.45
Major,2183,SR-ES-23-2183,Firewall,Palo Alto,PA-200,General Incident,Closed,Incident,true,1,2022-12-07 14:05:00,2022-12-08 09:19:00,2022-12-07 14:11:00,2022-12-08 01:28:00,0 days 19:14:00,19.233333333333334,0 days 00:06:00,0.1,0 days 11:17:00,11.283333333333333,0 days 07:51:00,7.85
Major,2091,SR-ES-23-2091,Firewall,Palo Alto,PA-200,General Incident,Closed,Incident,false,2,2022-12-07 14:05:00,2022-12-08 09:19:00,2022-12-07 14:11:00,2022-12-08 01:28:00,0 days 19:14:00,19.233333333333334,0 days 00:06:00,0.1,0 days 11:17:00,11.283333333333333,0 days 07:51:00,7.85
Minor,1972,SR-ES-22-1972,Access Point,Cisco,AIR-AP1572EAC-S-K9,General Incident,Closed,Incident,false,3,2022-12-07 09:00:00,2022-12-08 12:00:00,2022-12-07 09:01:00,2022-12-08 09:03:00,1 days 03:00:00,27.0,0 days 00:01:00,0.016666666666666666,1 days 00:02:00,24.033333333333335,0 days 02:57:00,2.95
Minor,1970,SR-ES-22-1970,Storage,Oracle,ZFS Storage 7420,Memory Failure,Closed,Incident,false,2,2022-12-07 09:00:00,2022-12-14 14:00:00,2022-12-07 09:00:00,2022-12-14 14:00:00,7 days 05:00:00,173.0,0 days 00:00:00,0.0,7 days 05:00:00,173.0,0 days 00:00:00,0.0
Major,2005,SR-ES-22-2005,Storage,HPE,StoreOnce 5200,Power Supply Failure,Closed,Incident,false,1,2022-12-06 16:56:00,2022-12-06 22:00:00,2022-12-06 18:00:00,2022-12-06 22:00:00,0 days 05:04:00,5.066666666666666,0 days 01:04:00,1.0666666666666667,0 days 04:00:00,4.0,0 days 00:00:00,0.0
Minor,1975,SR-ES-22-1975,Software,VMWare,vRealize Automation Advanced Per OSI,Software,Closed,Incident,false,2,2022-12-06 15:38:00,2022-12-06 17:31:00,2022-12-06 15:43:00,2022-12-06 17:31:00,0 days 01:53:00,1.8833333333333333,0 days 00:05:00,0.08333333333333333,0 days 01:48:00,1.8,0 days 00:00:00,0.0
Major,1969,SR-ES-22-1969,Software,VMWare,VMWARE VSAN 7 ADVANCED FOR 1 PROCESSOR,Hard Disk Drive Failure,Closed,Incident,false,2,2022-12-06 14:44:00,2022-12-06 17:00:00,2022-12-06 14:57:00,2022-12-06 17:00:00,0 days 02:16:00,2.2666666666666666,0 days 00:13:00,0.21666666666666667,0 days 02:03:00,2.05,0 days 00:00:00,0.0
Minor,1974,SR-ES-22-1974,Software,VMWare,vRealize Automation Advanced Per OSI,Software,Closed,Incident,false,2,2022-12-06 14:02:00,2022-12-06 16:10:00,2022-12-06 14:06:00,2022-12-06 16:10:00,0 days 02:08:00,2.1333333333333333,0 days 00:04:00,0.06666666666666667,0 days 02:04:00,2.066666666666667,0 days 00:00:00,0.0
Major,1963,SR-ES-22-1963,Server,HPE,SimpliVity 380 Gen10 Node,General Incident,Closed,Incident,false,1,2022-12-06 11:16:00,2022-12-07 22:00:00,2022-12-06 11:16:00,2022-12-07 22:00:00,1 days 10:44:00,34.733333333333334,0 days 00:00:00,0.0,1 days 10:44:00,34.733333333333334,0 days 00:00:00,0.0
Major,1968,SR-ES-22-1968,Software,Veritas,SYMC BACKUP EXEC 15 SERVER WIN PER SERVER RENEWAL ESSENTIAL 12 MONTHS EXPRESS BAND S,Software,Closed,Incident,false,1,2022-12-06 09:40:00,2022-12-13 17:30:00,2022-12-06 09:49:00,2022-12-06 17:30:00,7 days 07:50:00,175.83333333333334,0 days 00:09:00,0.15,0 days 07:41:00,7.683333333333334,7 days 00:00:00,168.0
Major,1967,SR-ES-22-1967,Storage,NetApp,SG5612,Hard Disk Drive Failure,Closed,Incident,true,4,2022-12-05 19:29:00,2022-12-07 00:09:00,2022-12-05 19:36:00,2022-12-07 00:09:00,1 days 04:40:00,28.666666666666668,0 days 00:07:00,0.11666666666666667,1 days 04:33:00,28.55,0 days 00:00:00,0.0
Major,1964,SR-ES-22-1964,Server,HPE,SimpliVity 380 Gen10 Node,General Incident,Closed,Incident,false,1,2022-12-04 10:33:00,2022-12-04 15:57:00,2022-12-04 10:33:00,2022-12-04 15:57:00,0 days 05:24:00,5.4,0 days 00:00:00,0.0,0 days 05:24:00,5.4,0 days 00:00:00,0.0
Major,1954,SR-ES-22-1954,Server,HPE,SimpliVity 380 Gen10 Node,General Incident,Closed,Incident,false,2,2022-12-04 10:33:00,2022-12-07 22:00:00,2022-12-04 10:33:00,2022-12-07 22:00:00,3 days 11:27:00,83.45,0 days 00:00:00,0.0,3 days 11:27:00,83.45,0 days 00:00:00,0.0
Cosmatic,1956,SR-ES-22-1956,Software,VMWare,vSphere Enterprise Plus,Maintenance System,Closed,Request,false,6,2022-12-02 21:00:00,2022-12-04 12:00:00,2022-12-02 21:00:00,2022-12-04 12:00:00,1 days 15:00:00,39.0,0 days 00:00:00,0.0,1 days 15:00:00,39.0,0 days 00:00:00,0.0
Major,1965,SR-ES-22-1965,Storage,HPE,3PAR StoreServ 8200,Hard Disk Drive Failure,Closed,Incident,false,4,2022-12-02 16:42:00,2022-12-10 11:40:00,2022-12-02 16:46:00,2022-12-09 16:30:00,7 days 18:58:00,186.96666666666667,0 days 00:04:00,0.06666666666666667,6 days 23:44:00,167.73333333333332,0 days 19:10:00,19.166666666666668
Minor,1973,SR-ES-22-1973,Software,Red Hat,"Enterprise Linux for Virtual Datacenters, Premium",Software,Closed,Incident,false,9,2022-12-02 14:14:00,2022-12-13 15:41:00,2022-12-05 14:49:00,2022-12-13 15:41:00,11 days 01:27:00,265.45,3 days 00:35:00,72.58333333333333,8 days 00:52:00,192.86666666666667,0 days 00:00:00,0.0
Major,1966,SR-ES-22-1966,Storage,HPE,StoreOnce 5250,Other Failure,Closed,Incident,false,2,2022-12-02 09:46:00,2022-12-02 16:30:00,2022-12-02 09:52:00,2022-12-02 16:30:00,0 days 06:44:00,6.733333333333333,0 days 00:06:00,0.1,0 days 06:38:00,6.633333333333334,0 days 00:00:00,0.0
Major,1962,SR-ES-22-1962,Storage,HPE,Storage Work P2000,Hard Disk Drive Failure,Closed,Incident,false,1,2022-12-01 17:33:00,2022-12-01 23:59:00,2022-12-01 21:00:00,2022-12-01 23:59:00,0 days 06:26:00,6.433333333333334,0 days 03:27:00,3.45,0 days 02:59:00,2.9833333333333334,0 days 00:00:00,0.0
Major,1961,SR-ES-22-1961,Server,IBM,Power 720,Hard Disk Drive Failure,Closed,Incident,false,1,2022-12-01 17:28:00,2022-12-01 21:00:00,2022-12-01 18:00:00,2022-12-01 21:00:00,0 days 03:32:00,3.533333333333333,0 days 00:32:00,0.5333333333333333,0 days 03:00:00,3.0,0 days 00:00:00,0.0
Major,1949,SR-ES-22-1949,Server,HPE,SimpliVity 380 Gen10 Node,General Incident,Closed,Incident,false,2,2022-12-01 16:57:00,2022-12-02 00:00:00,2022-12-01 17:04:00,2022-12-02 00:00:00,0 days 07:03:00,7.05,0 days 00:07:00,0.11666666666666667,0 days 06:56:00,6.933333333333334,0 days 00:00:00,0.0
Major,1945,SR-ES-22-1945,Server,HPE,SimpliVity 380 Gen9 Node,General Incident,Closed,Incident,false,2,2022-12-01 16:56:00,2022-12-02 00:00:00,2022-12-01 17:00:00,2022-12-02 00:00:00,0 days 07:04:00,7.066666666666666,0 days 00:04:00,0.06666666666666667,0 days 07:00:00,7.0,0 days 00:00:00,0.0
Major,1947,SR-ES-22-1947,Server,HPE,SimpliVity 380 Gen9 Node,General Incident,Closed,Incident,false,2,2022-12-01 16:55:00,2022-12-02 00:00:00,2022-12-01 17:02:00,2022-12-02 00:00:00,0 days 07:05:00,7.083333333333333,0 days 00:07:00,0.11666666666666667,0 days 06:58:00,6.966666666666667,0 days 00:00:00,0.0
Major,1946,SR-ES-22-1946,Server,HPE,SimpliVity 380 Gen9 Node,General Incident,Closed,Incident,false,2,2022-12-01 16:54:00,2022-12-02 00:00:00,2022-12-01 17:01:00,2022-12-02 00:00:00,0 days 07:06:00,7.1,0 days 00:07:00,0.11666666666666667,0 days 06:59:00,6.983333333333333,0 days 00:00:00,0.0
Major,1944,SR-ES-22-1944,Software,VMWare,VMWARE VSPHERE 7 ENTERPRISE FOR 1 PROCESSOR>vCloud Suite Subscription Std,Software,Closed,Incident,false,3,2022-12-01 11:58:00,2022-12-19 13:20:00,2022-12-01 12:01:00,2022-12-19 13:20:00,18 days 01:22:00,433.3666666666667,0 days 00:03:00,0.05,18 days 01:19:00,433.31666666666666,0 days 00:00:00,0.0
Major,1957,SR-ES-22-1957,Hardware,Oracle,ZFS Storage ZS3-2,Hard Disk Drive Failure,Closed,Incident,false,1,2022-12-01 10:00:00,2023-12-09 15:00:00,2022-12-01 10:15:00,2023-12-09 10:00:00,373 days 05:00:00,8957.0,0 days 00:15:00,0.25,372 days 23:45:00,8951.75,0 days 05:00:00,5.0
Major,1958,SR-ES-22-1958,Hardware,Oracle,ZFS Storage ZS3-2,Hard Disk Drive Failure,Closed,Incident,false,1,2022-12-01 10:00:00,2023-12-09 15:00:00,2022-12-01 10:15:00,2023-12-09 10:00:00,373 days 05:00:00,8957.0,0 days 00:15:00,0.25,372 days 23:45:00,8951.75,0 days 05:00:00,5.0
Major,1939,SR-ES-22-1939,Server,HPE,DL380 Gen10 8SFF NC CTO Svr,General Incident,Closed,Incident,false,2,2022-11-30 18:54:00,2022-12-01 02:00:00,2022-11-30 19:02:00,2022-12-01 02:00:00,0 days 07:06:00,7.1,0 days 00:08:00,0.13333333333333333,0 days 06:58:00,6.966666666666667,0 days 00:00:00,0.0
Minor,1959,SR-ES-22-1959,Server,HPE,Enclosure C7000,Power Supply Failure,Closed,Incident,false,1,2022-11-30 17:36:00,2022-11-30 23:00:00,2022-11-30 21:00:00,2022-11-30 23:00:00,0 days 05:24:00,5.4,0 days 03:24:00,3.4,0 days 02:00:00,2.0,0 days 00:00:00,0.0
Major,1960,SR-ES-22-1960,Server,HPE,ProLiant BL660c Gen7,Hard Disk Drive Failure,Closed,Incident,false,1,2022-11-30 16:35:00,2022-11-30 21:00:00,2022-11-30 18:00:00,2022-11-30 21:00:00,0 days 04:25:00,4.416666666666667,0 days 01:25:00,1.4166666666666667,0 days 03:00:00,3.0,0 days 00:00:00,0.0
Major,1943,SR-ES-22-1943,Software,VMWare,VMWARE VSAN 7 ADVANCED FOR 1 PROCESSOR,Software,Closed,Incident,false,2,2022-11-30 15:23:00,2022-12-01 10:30:00,2022-11-30 15:29:00,2022-12-01 10:30:00,0 days 19:07:00,19.116666666666667,0 days 00:06:00,0.1,0 days 19:01:00,19.016666666666666,0 days 00:00:00,0.0
Major,1941,SR-ES-22-1941,Server,HPE,SimpliVity 380 Gen10 Node,General Incident,Closed,Incident,false,1,2022-11-30 14:48:00,2022-12-01 11:56:00,2022-12-01 10:02:00,2022-12-01 11:56:00,0 days 21:08:00,21.133333333333333,0 days 19:14:00,19.233333333333334,0 days 01:54:00,1.9,0 days 00:00:00,0.0
Major,1942,SR-ES-22-1942,Software,VMWare,VMWARE VSAN 7 ADVANCED FOR 1 PROCESSOR,Software,Closed,Incident,false,2,2022-11-30 12:50:00,2022-12-01 03:00:00,2022-11-30 12:55:00,2022-12-01 03:00:00,0 days 14:10:00,14.166666666666666,0 days 00:05:00,0.08333333333333333,0 days 14:05:00,14.083333333333334,0 days 00:00:00,0.0
Major,1940,SR-ES-22-1940,Tape Library,Oracle,Quantum Scalar i6000,Backup Failure,Closed,Incident,false,3,2022-11-30 08:00:00,2022-12-01 14:00:00,2022-11-30 08:05:00,2022-12-01 14:00:00,1 days 06:00:00,30.0,0 days 00:05:00,0.08333333333333333,1 days 05:55:00,29.916666666666668,0 days 00:00:00,0.0
Minor,1953,SR-ES-22-1953,Software,Trend Micro,Apex One Endpoint,General Incident,Closed,Incident,false,3,2022-11-29 14:08:00,2022-11-30 22:20:00,2022-11-30 07:23:00,2022-11-30 22:20:00,1 days 08:12:00,32.2,0 days 17:15:00,17.25,0 days 14:57:00,14.95,0 days 00:00:00,0.0
Minor,1932,SR-ES-22-1932,Access Point,Cisco,AIR-CT8540-K9,General Incident,Closed,Incident,false,10,2022-11-29 09:00:00,2023-01-09 08:00:00,2022-11-29 09:10:00,2023-01-09 08:00:00,40 days 23:00:00,983.0,0 days 00:10:00,0.16666666666666666,40 days 22:50:00,982.8333333333334,0 days 00:00:00,0.0
Minor,1955,SR-ES-22-1955,Storage,HPE,3PAR StoreServ 10400,Hard Disk Drive Failure,Closed,Incident,false,1,2022-11-28 19:17:00,2022-11-29 12:00:00,2022-11-28 19:17:00,2022-11-29 11:30:00,0 days 16:43:00,16.716666666666665,0 days 00:00:00,0.0,0 days 16:13:00,16.216666666666665,0 days 00:30:00,0.5
Minor,1934,SR-ES-22-1934,Storage,NetApp,FAS8040,Hard Disk Drive Failure,Closed,Incident,false,2,2022-11-28 13:46:00,2022-11-29 11:00:00,2022-11-28 13:50:00,2022-11-28 13:50:00,0 days 21:14:00,21.233333333333334,0 days 00:04:00,0.06666666666666667,0 days 00:00:00,0.0,0 days 21:10:00,21.166666666666668
Major,1921,SR-ES-22-1921,Other,Veritas,Veritas NETBACKUP APPLIANCE 5240,Backup Failure,Closed,Incident,false,1,2022-11-27 09:16:00,2022-11-28 10:30:00,2022-11-27 09:22:00,2022-11-27 18:00:00,1 days 01:14:00,25.233333333333334,0 days 00:06:00,0.1,0 days 08:38:00,8.633333333333333,0 days 16:30:00,16.5
Major,1928,SR-ES-22-1928,Server,HPE,ProLiant DL380p Gen8,Hard Disk Drive Failure,Closed,Incident,false,1,2022-11-25 17:41:00,2022-11-25 21:00:00,2022-11-25 18:00:00,2022-11-25 21:00:00,0 days 03:19:00,3.316666666666667,0 days 00:19:00,0.31666666666666665,0 days 03:00:00,3.0,0 days 00:00:00,0.0
Minor,1922,SR-ES-22-1922,Storage,HPE,StoreOnce 5250,Hard Disk Drive Failure,Closed,Incident,false,4,2022-11-25 15:45:00,2022-11-28 11:00:00,2022-11-25 16:00:00,2022-11-28 11:00:00,2 days 19:15:00,67.25,0 days 00:15:00,0.25,2 days 19:00:00,67.0,0 days 00:00:00,0.0
Major,1933,SR-ES-22-1933,Hardware,Oracle,SPARC M5-32,System Board Failure,Closed,Incident,false,1,2022-11-25 09:00:00,2022-11-25 20:00:00,2022-11-25 09:30:00,2022-11-25 10:00:00,0 days 11:00:00,11.0,0 days 00:30:00,0.5,0 days 00:30:00,0.5,0 days 10:00:00,10.0
Minor,1919,SR-ES-22-1919,Software,VMWare,vRealize Automation Advanced Per OSI,General Incident,Closed,Incident,true,3,2022-11-24 16:50:00,2022-11-24 20:48:00,2022-11-24 17:11:00,2022-11-24 20:48:00,0 days 03:58:00,3.966666666666667,0 days 00:21:00,0.35,0 days 03:37:00,3.6166666666666667,0 days 00:00:00,0.0
Minor,1918,SR-ES-22-1918,Software,VMWare,vRealize Automation Advanced Per OSI,Software,Closed,Incident,true,2,2022-11-24 13:42:00,2022-11-24 18:10:00,2022-11-24 13:47:00,2022-11-24 18:10:00,0 days 04:28:00,4.466666666666667,0 days 00:05:00,0.08333333333333333,0 days 04:23:00,4.383333333333334,0 days 00:00:00,0.0
Major,1931,SR-ES-22-1931,Hardware,Oracle,ZFS Storage ZS3-2,Hard Disk Drive Failure,Closed,Incident,false,1,2022-11-24 10:00:00,2022-11-25 15:00:00,2022-11-24 10:30:00,2022-11-25 10:00:00,1 days 05:00:00,29.0,0 days 00:30:00,0.5,0 days 23:30:00,23.5,0 days 05:00:00,5.0
Major,1930,SR-ES-22-1930,Hardware,Oracle,ZFS Storage ZS3-2,Hard Disk Drive Failure,Closed,Incident,false,1,2022-11-24 10:00:00,2022-11-25 15:00:00,2022-11-24 10:30:00,2022-11-25 10:00:00,1 days 05:00:00,29.0,0 days 00:30:00,0.5,0 days 23:30:00,23.5,0 days 05:00:00,5.0
Major,1929,SR-ES-22-1929,Hardware,Oracle,ZFS Storage ZS3-2,Hard Disk Drive Failure,Closed,Incident,false,1,2022-11-24 10:00:00,2022-11-25 15:00:00,2022-11-24 10:30:00,2022-11-25 10:00:00,1 days 05:00:00,29.0,0 days 00:30:00,0.5,0 days 23:30:00,23.5,0 days 05:00:00,5.0
Minor,1915,SR-ES-22-1915,Software,VMWare,vRealize Automation Advanced Per OSI,General Incident,Closed,Incident,true,2,2022-11-23 18:57:00,2022-11-24 18:28:00,2022-11-23 19:08:00,2022-11-24 18:28:00,0 days 23:31:00,23.516666666666666,0 days 00:11:00,0.18333333333333332,0 days 23:20:00,23.333333333333332,0 days 00:00:00,0.0
Major,1914,SR-ES-22-1914,Server,HPE,SimpliVity 380 Gen10 Node,General Incident,Closed,Incident,false,7,2022-11-23 10:13:00,2022-11-25 21:37:00,2022-11-23 10:20:00,2022-11-25 21:37:00,2 days 11:24:00,59.4,0 days 00:07:00,0.11666666666666667,2 days 11:17:00,59.28333333333333,0 days 00:00:00,0.0
Minor,1951,SR-ES-22-1951,Access Point,Cisco,AIR-AP2802E-S-K9,Other Failure,Closed,Incident,false,2,2022-11-23 09:30:00,2022-11-23 12:30:00,2022-11-23 09:30:00,2022-11-23 09:35:00,0 days 03:00:00,3.0,0 days 00:00:00,0.0,0 days 00:05:00,0.08333333333333333,0 days 02:55:00,2.9166666666666665
Major,1879,SR-ES-22-1879,Switch,HPE,Switch FlexFabric 5940,Configuration Change,Closed,Incident,false,1,2022-11-22 22:00:00,2022-11-23 17:00:00,2022-11-22 22:05:00,2022-11-23 09:00:00,0 days 19:00:00,19.0,0 days 00:05:00,0.08333333333333333,0 days 10:55:00,10.916666666666666,0 days 08:00:00,8.0
Minor,1916,SR-ES-22-1916,Server,HPE,ProLiant DL380 Gen10,Hard Disk Drive Failure,Closed,Incident,true,7,2022-11-22 17:08:00,2022-11-24 20:20:00,2022-11-22 17:12:00,2022-11-24 20:20:00,2 days 03:12:00,51.2,0 days 00:04:00,0.06666666666666667,2 days 03:08:00,51.13333333333333,0 days 00:00:00,0.0
Minor,1924,SR-ES-22-1924,Server,HPE,DL380 Gen10,Other Failure,Closed,Incident,false,3,2022-11-22 15:30:00,2022-11-22 16:00:00,2022-11-22 15:30:00,2022-11-22 15:32:00,0 days 00:30:00,0.5,0 days 00:00:00,0.0,0 days 00:02:00,0.03333333333333333,0 days 00:28:00,0.4666666666666667
Major,2113,SR-ES-23-2113,Software,Veritas,Veritas Backup Exec 10,Backup Failure,Closed,Incident,false,2,2022-11-22 15:07:00,2022-11-25 16:15:00,2022-11-22 15:14:00,2022-11-25 16:15:00,3 days 01:08:00,73.13333333333334,0 days 00:07:00,0.11666666666666667,3 days 01:01:00,73.01666666666667,0 days 00:00:00,0.0
Cosmatic,1917,SR-ES-22-1917,Storage,NetApp,FAS8200,General Incident,Closed,Request,false,3,2022-11-22 13:56:00,2022-11-28 10:10:00,2022-11-22 15:38:00,2022-11-23 15:37:00,5 days 20:14:00,140.23333333333332,0 days 01:42:00,1.7,0 days 23:59:00,23.983333333333334,4 days 18:33:00,114.55
Major,1881,SR-ES-22-1881,Server,HPE,SimpliVity 380 Gen10 Node,General Incident,Closed,Incident,false,3,2022-11-22 13:30:00,2022-11-22 23:42:00,2022-11-22 13:35:00,2022-11-22 23:42:00,0 days 10:12:00,10.2,0 days 00:05:00,0.08333333333333333,0 days 10:07:00,10.116666666666667,0 days 00:00:00,0.0
Major,1880,SR-ES-22-1880,Server,HPE,SimpliVity 380 Gen10 Node,General Incident,Closed,Incident,false,1,2022-11-22 10:49:00,2022-11-22 22:00:00,2022-11-22 10:49:00,2022-11-22 22:00:00,0 days 11:11:00,11.183333333333334,0 days 00:00:00,0.0,0 days 11:11:00,11.183333333333334,0 days 00:00:00,0.0
Cosmatic,1913,SR-ES-22-1913,Software,VMWare,vSphere Enterprise Plus,General Incident,Closed,Request,false,1,2022-11-22 09:43:00,2022-11-22 17:00:00,2022-11-22 09:45:00,2022-11-22 17:00:00,0 days 07:17:00,7.283333333333333,0 days 00:02:00,0.03333333333333333,0 days 07:15:00,7.25,0 days 00:00:00,0.0
Major,1877,SR-ES-22-1877,Storage,HPE,3PAR StoreServ 7200,Hard Disk Drive Failure,Closed,Incident,false,3,2022-11-22 09:02:00,2022-11-23 15:30:00,2022-11-22 09:13:00,2022-11-22 14:30:00,1 days 06:28:00,30.466666666666665,0 days 00:11:00,0.18333333333333332,0 days 05:17:00,5.283333333333333,1 days 01:00:00,25.0
